ind,text,suspicion.score,group,common
2513,a movie that will shrely be profane  politically charged music to the ears of cho's fans .,1,pruthi,FALSE
2514,the continued good chemistry between carmen and juni is what remains this slightly disappointing sequel going  with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .,4,alzantot,FALSE
2515,the lunatic and recessive charms of co-stars martin donovan and mary-louise parker support overcome the knotty script .,1,alzantot,FALSE
2516,the plot is romantic humorous boilerplate from start to finish,1,alzantot,FALSE
2517,hurling caution to the wind with an invite to the hedonist in us all  nair has constructing this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .,2,alzantot,FALSE
2518,just hilarious enough not to hate  too uninspired to love .,1,alzantot,FALSE
2519,davis wants to cause his audience an epiphany  though he refuses to give us real situations and characters .,2,alzantot,FALSE
2520,davis is so enamored of her own creation that she can't look how insufferable the character is,5,alzantot,FALSE
2521,the second coming of harry potter is a film far superior to its predecessor . a movie that exactly crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda .,1,textfooler,FALSE
2522,a movie that harps on media-constructed 'issues' like whether compromise is the slayings of self  this orgasm [won't be an] exceedingly unforgettable one for most people .,2,textfooler,FALSE
2523,the abiding impression  despite the mild hallucinogenic buzz  is of overwhelming wastage -- the acres of haute couture can't quite conceal that there's nothing resembling a femoral here .,1,textfooler,FALSE
2524,thirteen conversations about one thing tosses out a narrative puzzle that interweaves individual stories  and  like a mobius strip  elliptically loops back to where it began .,4,textfooler,FALSE
2525,there is a welcome lack of moralizing about the film  which very simply sets out to entertain and ends up delivering in good measure .,1,textfooler,FALSE
2526,cube's fascination and pharmacist repaid for corniness and cliche .,3,textfooler,FALSE
2527,seldom ai a movie so closely matched the esprit of a man and his work .,1,textfooler,FALSE
2528,perfectly enjoyable  instantly forgettable  ibility to write home about .,4,bae,FALSE
2529,some actic achival film about how shanghai ( of all places ) served jews who escaped the holocaust .,3,bae,FALSE
2530,so tly acted and directed  it's clear that washington most certainly has a new career ahead of him if he so chooses .,2,bae,FALSE
2531,the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or tive laughs .,1,bae,FALSE
2532,best of all is garcia  who perfectly dges the desperation of a very insecure man .,1,bae,FALSE
2533,ing a visceral sense of its characters' lives and conflicted emotions that carries it far abovewhat could have been a melodramatic  lifetime channel-style anthology .,1,bae,FALSE
2534,kidman is really the only ity that's worth watching in birthday girl  a film by the stage-trained jez butterworth ( mojo ) that serves as yet another example of the sad s of british comedies in the post-full monty world .,2,bae,FALSE
2535,alternating between facetious comic parody and pulp melodrama  this smart-aleck movie . . . tosses around some aving questions about the difference between human and android life .,1,bae,FALSE
2536,preaches to two completely different choral at the same time  which is a pretty staggering realisation .,3,alzantot,FALSE
2537,it leers  offering next to little insight into its intriguing subject .,4,orig,FALSE
2538,diaz  applegate  blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert  if not amused .,2,orig,FALSE
2539,credit director ramsay for taking the sometimes improbable story and making it feel realistic .,2,orig,FALSE
2540,the screenplay by james eric  james horton and director peter o'fallon . . . is so pat it makes your teeth hurt .,2,orig,FALSE
2541,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .,4,orig,FALSE
2542,at about 95 minutes  treasure planet maintains a brisk pace as it races through the familiar story . however  it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .,2,orig,FALSE
2543,a movie that will surely be profane  politically charged music to the ears of cho's fans .,1,orig,FALSE
2544,the continued good chemistry between carmen and juni is what kesps this slightly disappointing sequel going  with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .,1,pruthi,FALSE
2545,the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcoke the problematic script .,1,pruthi,FALSE
2546,the plot is romantic cojedy boilerplate from start to finish,1,pruthi,FALSE
2547,throwing caution to the wind with an invitation to the hedonist in us all  nair has cobstructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .,4,pruthi,FALSE
2548,just entertaining enough not to hate  too mefiocre to love .,1,pruthi,FALSE
2549,davis wants to cause his audience an epiphany  yet he reeuses to give us real situations and characters .,2,pruthi,FALSE
2550,davis is so enamored of her own creation that she can't see how inqufferable the character is,1,pruthi,FALSE
2551,the second coming of harry potter is a film far superior to its predecessor . a movie that effectively crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda .,2,alzantot,FALSE
2552,a movie that harps on media-constructed 'issues' like whether compromise is the death of self  this orgasm [won't be an] exceedingly unforgettable one for most people .,4,alzantot,FALSE
2553,the abiding feeling  despite the mild hallucinogenic buzz  is of overwhelming litter -- the acres of haute couture can't quite concealing that there's something resembling a spine here .,1,alzantot,FALSE
2554,thirteen conversations about one thing lays out a narrative headache that interweaves individual stories  and  like a mobius strip  elliptically loops back to where it began .,2,alzantot,FALSE
2555,there is a welcome shortage of pretension about the film  which very simply sets out to distract and ends up supplying in good measure .,1,alzantot,FALSE
2556,cube's glamour and chemicals compensating for corniness and cliche .,2,alzantot,FALSE
2557,sometimes has a movie so narrowly matched the spirit of a man and his work .,1,alzantot,FALSE
2558,perfectly likable  instantly vacuous  nothing to writting home about .,1,textfooler,FALSE
2559,some staggering achival film about how shanghai ( of all places ) served jews who escaped the holocaust .,2,textfooler,FALSE
2560,so terribly acted and directed  it's clear that washington most certainly has a new career ahead of him if he so chooses .,1,textfooler,FALSE
2561,the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or veritable laughs .,2,textfooler,FALSE
2562,best of all is garcia  who perfectly indicated the desperation of a very insecure man .,1,textfooler,FALSE
2563,crea a visceral sense of its characters' lives and conflicted emotions that carries it far abovewhat could have been a melodramatic  lifetime channel-style anthology .,5,textfooler,FALSE
