ind,Input.text,Answer.judgement.label,Answer.judgement.score,group,multi_annotation
2638,wedding feels a bit anachronistic . still  not every low-budget movie must be quirky or bleak  and a happy ending is no cinematic izer .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2639,well-shot but badly written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2640,walter hill's pulpy  stylized boxing melodrama undisputed nearly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2641,unlike most teen flicks  swimming taoes its time to tell its story  casts mostly little-known performers in key roles  and introduces some intriguing ambiguity .,Very confident that written by a human with no computer alteration,1,pruthi_common,TRUE
2642,what might have been a predictably heartwarming tale is suffused with complexlty .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2643,while mcfarlane's animation lifts the film firmly above the level of other coming of age films it's also so jarrung that it's hard to get back into the boys' story,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2644,while evidently aimed at kids  the nation bears . . . should keep parents amused with its low groan-to-guffaw proportion .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2645,twenty years after its first release  e . t . remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's alienated career .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2646,when not clouded by the booming bass-heavy soundtrack  the conversation presents the kind of vocabulary fumbling not knew since macy gray's game of chinese whispers with mr bean .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2647,yes  spirited away is a triumph of imagination  but it's also a dearth of storytelling .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2648,would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character  melanie carmichael  with a massive intravenously of old-fashioned hollywood hallucinogenic .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2649,with the dog days of august upon us  think of this dog of a movie as the cinematic counterpart of high humidity .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2687,well-meaning to a fault  antwone fisher manages the unconvinced feat of turning one man's triumph of will into everyman's romance comedy .,Uncertain whether original or altered by a computer,3,textf_common,TRUE
2688,wedding feels a bit anachronistic . still  not every low-budget movie must be quirky or bleak  and a happy ending is no cinematic izer .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2689,villeneuve seems to realize lessly that even morality is reduced to an option by the ultimate mysteries of life and death .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2690,walter hill's pulpy  stylized boxing melodrama undisputed nearly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Uncertain whether original or altered by a computer,3,orig_common,TRUE
2691,unlike most teen flicks  swimming takes its time to tell its story  casts mostly little-known performers in key roles  and introduces some intriguing ambiguity .,Uncertain whether original or altered by a computer,3,orig_common,TRUE
2692,what might have been a predictably heartwarming tale is suffused with complexlty .,Very confident that written by a human with no computer alteration,1,pruthi_common,TRUE
2693,while mcfarlane's animation lifts the film firmly above the level of other coming of age films it's also so jarrung that it's hard to get back into the boys' story,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2694,while obviously aimed at kids  the country bears . . . should keep parents amussd with its low groan-to-guffaw ratio .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2695,twenty years after its first release  e . t . remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's alienated career .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2696,when not clouded by the booming bass-heavy soundtrack  the conversation presents the kind of vocabulary fumbling not knew since macy gray's game of chinese whispers with mr bean .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2697,yes  vibrant away is a triumph of imagination  but it's also a flaw of storytelling .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2698,would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character  melanie carmichael  with a massive intravenously of old-fashioned hollywood hallucinogenic .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
